umur,pendapatan,family_member,debt,is_credit,credit_score
41.558618147024944,10311675.215513758,8.0,34199999.613659844,0.0,442.91250152329565
50.390130646437015,14386775.522884572,1.0,34909247.369272545,0.0,500.3414364375094
48.10317476295904,13547840.502982214,2.0,26668492.440400932,0.0,483.4509870064029
57.8387487185956,14809172.642811626,2.0,38425475.378967404,1.0,437.2580911868124
55.49421848876286,15302294.393667348,,14039863.618187992,0.0,486.451591227304
58.93430664415516,10700093.902641572,0.0,46031227.15795603,1.0,433.786908183984
58.36974083791018,15777124.747598758,1.0,47677219.73235166,0.0,553.5411753524859
46.017822482986595,12823313.197102912,0.0,56818036.38279775,0.0,519.8693967657691
50.59231373253951,15506569.638991661,4.0,21487472.891259767,0.0,479.94496891204005
52.45680347619934,14108957.729790058,1.0,16398833.154024644,0.0,475.87761533347026
55.19553884379377,12346825.003132101,5.0,19103376.2978179,0.0,458.87507482816073
48.234306308137946,12260555.419727892,1.0,77993874.10382596,0.0,541.5112768509183
51.330772821340275,11108959.293704262,2.0,46505693.98950758,1.0,420.8352261312132
43.696645398554814,12155741.042161867,1.0,33383142.192335337,0.0,474.9268291800544
45.629501410528604,12938240.135475356,1.0,25865907.895470947,0.0,491.08328403789835
46.64002768935501,12296508.104842694,2.0,67963080.71770522,0.0,521.366894362292
46.95070787852279,12598335.804016916,1.0,11579782.00120622,0.0,455.66869458599786
52.22129954110346,14604321.25470813,0.0,10926929.894278131,0.0,481.33396737113026
69.91074296638617,19591379.73248213,1.0,25667195.431300137,0.0,562.851291743005
48.21649905879667,10352185.223304423,1.0,45485735.278027505,0.0,505.3474335165886
46.39184853047718,12482063.31029934,0.0,92146821.48443626,0.0,559.2142331841414
57.851730841432385,15279732.357433466,2.0,55979862.32991273,0.0,524.7453862917232
45.229696116457944,10708666.199137572,12.0,31243752.372063745,0.0,417.81322359862276
43.899217935065735,10163445.098232923,3.0,27518080.99603011,1.0,372.7333643195965
41.33520266625867,12456728.072122674,0.0,18706079.379841533,0.0,463.49611912813884
50.33433273367286,10977844.49060209,4.0,29318902.27172878,0.0,457.2257355401887
52.257986906109906,13904228.382851673,2.0,40581172.01141541,0.0,507.3868381520777
46.13777704165476,13202100.602702515,3.0,72206271.30330856,0.0,529.1891780710102
65.6258665647118,17046511.741825543,3.0,34785013.358120985,0.0,526.7278091533475
53.564513855126194,13551827.793140894,0.0,30582542.71937401,0.0,497.0914419845825
44.185770523710566,12427149.705986489,3.0,52006243.35252961,0.0,490.4898149675802
57.64275917967129,14276461.847328272,0.0,21547859.187836334,0.0,492.5414621321819
48.230768384027755,12270179.572842155,7.0,63735804.327686794,0.0,491.228655600348
58.798243218686466,17109773.646940447,1.0,22213917.881957654,0.0,525.1202948169796
57.98269074725473,17093861.65643877,1.0,48593438.43073636,1.0,448.7775498325864
54.161500760361236,13267572.44947864,6.0,11979966.749854928,0.0,446.1413643062215
63.45272603009801,14492661.045192676,1.0,34264366.393800706,0.0,520.7162082920806
58.94359815108844,18471943.456805833,1.0,29473887.403164487,1.0,452.0116154025005
56.491957463026324,14071433.010237247,7.0,14759770.56854748,0.0,449.35880853353694
56.42928272388207,16407601.995032705,0.0,74456906.88746664,0.0,584.0890025914052
53.33758910228751,15647685.602348916,2.0,111243480.37915249,1.0,536.5134216867818
46.46988527561925,,1.0,83372940.15093033,0.0,548.9188950179498
47.32028296045594,11451776.162321817,1.0,51992505.32332486,0.0,509.9183274270563
44.97887944493422,13162540.034686018,2.0,26970088.13097851,0.0,472.1379378548122
45.9858645779207,12843120.30539231,3.0,19523037.131950505,0.0,462.3297381856927
,13366678.195231836,2.0,20611223.15119334,0.0,487.59020213016936
40.01976650865878,9729452.82457875,1.0,19159600.699970923,0.0,455.9631339105757
67.48184874640339,23670999.139659785,0.0,31083530.564789757,0.0,633.8154086652448
54.48872342483613,15789944.23756785,,34731498.643757574,0.0,491.1774562343797
47.82216819424052,10636033.939099511,1.0,,0.0,473.7967350648315
49.77887354071988,14660405.174301248,1.0,90057750.77431063,0.0,564.3313449069874
49.146432000381836,13158035.018417144,4.0,47196834.112946495,0.0,492.91746808865196
49.99670557295295,10670686.436708841,1.0,50382744.835175835,1.0,426.40771403374913
52.6806075276823,10372245.15609369,2.0,20593626.310166746,0.0,462.422418097272
56.035107293286195,12556346.72575374,1.0,70485176.16724165,1.0,
51.0165059479903,15111181.4515848,2.0,75923053.6097939,1.0,459.74741838058196
53.72287407171754,13849627.701627525,0.0,16045244.126573652,0.0,482.1725690750583
51.19631560602933,12712505.690977385,1.0,11626189.857431127,0.0,460.19566164947275
43.88421694291624,10813761.639491998,12.0,17931296.825671,0.0,401.340212867238
47.66095300206382,12651459.732556753,2.0,32758663.79820019,0.0,472.789807262616
62.30125004011184,20873307.083866596,1.0,31886922.23913587,0.0,565.4911765668317
49.05641784478465,13594081.006269451,0.0,47092841.08809748,0.0,500.5666806073466
55.88951094820972,12400037.786178667,4.0,92399294.96702372,1.0,484.8329103747211
56.43287077944381,13331449.787791368,1.0,19934202.145716272,0.0,476.51061013337267
51.04295914017963,15708248.097452153,1.0,25139131.6939921,0.0,493.70468516958704
63.06645740491542,17973675.837415382,1.0,24531982.040180013,0.0,538.5750443750857
,17270557.30955746,,39301102.863744445,0.0,553.4877664580762
56.90673236098676,13514318.595461506,0.0,63420396.076175235,1.0,463.33640842909074
57.84929836843524,13551843.787836052,0.0,17133117.7387804,0.0,490.244659630774
48.927526525212855,13345674.422893744,0.0,26915689.798115466,0.0,497.39758361545347
42.14034268281611,11436773.082569553,0.0,64201363.817966275,0.0,519.8212175932085
50.724781733215494,12107894.905780084,0.0,6387647.366038857,0.0,455.94429325302735
50.02469011817401,12933722.228785258,1.0,43432780.50322075,0.0,518.0844264102461
57.17295685832341,15235618.729890503,12.0,38792652.85956975,0.0,471.04135474084256
51.58946251246731,,1.0,24440406.086416997,0.0,473.97481125725636
44.68226472592629,11424119.626032427,13.0,73404158.9155696,0.0,471.65947365404566
56.834970751419206,15951642.93644046,1.0,71407793.62494917,0.0,570.3268144094944
42.15569469524483,12021601.160560235,3.0,78252403.4503488,0.0,524.8306571697433
49.65059274820401,13727199.277965497,7.0,39326632.36531885,0.0,465.0347151380032
56.2581554332991,17164463.96835763,1.0,9133508.29225175,0.0,496.86334470161955
48.73010389128139,10229181.215265647,8.0,23144887.467771534,0.0,442.46362031421097
56.78155902483146,16305231.888629844,1.0,32795974.80362683,0.0,523.100994555966
55.62170366933228,14212369.578735031,2.0,42634767.349283725,0.0,513.1601171206196
39.99621758792239,11904972.938593313,6.0,44138129.7735304,0.0,462.9207361047693
56.36371242840208,12825225.222670157,5.0,85378109.02990146,1.0,463.5146873248183
59.77342794896219,14794253.309290815,0.0,19840839.19736976,0.0,494.8694563308603
33.50651295443181,9339784.931317247,4.0,8808616.444624674,0.0,426.93308121778165
58.96539429804743,16364184.868492916,7.0,64193528.71939171,0.0,536.8362302874941
42.97898942385528,10018653.848650668,3.0,15712330.131303644,0.0,450.8349217246119
44.889391083305256,11830345.88306082,7.0,61722474.44727894,0.0,481.9797251473989
51.58524235537212,14432847.24857458,2.0,13055213.867631227,0.0,468.65080398991915
55.7360137048046,14670206.827593967,0.0,69720820.8727648,1.0,477.17779173221703
54.2913071746547,14950317.751990631,3.0,30659643.98397449,0.0,504.72394755237053
50.562890803223596,14174868.527476747,0.0,61186298.32562241,1.0,463.91019833230575
65.42422229940655,17978907.48006334,3.0,16195829.829994267,0.0,543.8804265837932
46.939681957089064,13161464.31938714,0.0,15183301.480481049,0.0,474.7269576696687
46.85687098404267,12361362.213385005,1.0,43584010.44827008,0.0,495.2686479593651
62.58344622425266,13849395.45259062,0.0,23159637.506819446,0.0,495.72419779497596
49.70561643968511,12097069.044131832,0.0,44148975.107540764,0.0,496.590749600479
44.554949982480295,11941915.502847593,0.0,19320470.043141276,0.0,465.03885259738627
57.78581233544726,15089763.927314723,1.0,89689965.05112483,1.0,505.1386849485898
35.09492609916579,10040099.365188379,6.0,21262080.341657218,0.0,428.578052498507
69.46534976603564,18790868.50874806,2.0,28159847.235149637,0.0,546.0755521840987
38.82741323236428,11004454.613724653,3.0,39635469.67190097,0.0,466.6080337777206
68.05566145128194,18245752.280645885,0.0,40208594.505972795,0.0,577.5915781053873
49.94188976317996,12782486.065181367,7.0,40708175.85315384,0.0,463.2636476933397
52.53048192045201,13500638.64715054,5.0,33866115.92585817,0.0,485.9873787070635
55.7839943506639,14415649.111902032,6.0,25935156.423588797,0.0,468.83476309863374
46.56391624052425,13601153.456385847,3.0,47049906.87106843,0.0,493.63049274078253
61.322855404624775,16073933.205477716,1.0,85943107.02923916,0.0,598.0574439520393
,15629189.068270646,3.0,51779175.37784024,0.0,524.9472778390322
34.9436893732039,11711060.216594301,3.0,36135887.384646714,0.0,463.7690630369059
56.68312576474389,15962203.781564375,0.0,35516977.17359193,0.0,525.3280313116395
49.87347683725709,11260056.055760585,1.0,59308928.630604655,1.0,440.061495018876
48.21361426095288,11838738.515089612,0.0,75310768.61471973,0.0,547.4972041499631
62.419891699027595,16481272.84764912,1.0,18286834.14738783,0.0,517.7194140111158
70.00062269826836,24773152.049327053,0.0,7449598.52758123,0.0,621.4035799363007
53.73805250634179,13261788.693278402,0.0,50122987.06102269,0.0,522.1927360007675
53.19237623854926,12653075.051848978,2.0,40428894.859028615,0.0,495.86168170957734
52.860017361830764,12301196.536266765,1.0,18064164.064130988,0.0,472.71483941456154
50.03943189962566,12446985.985340841,1.0,20765845.651828207,0.0,484.58455329802354
60.19335969403232,17805775.93834003,0.0,30543407.825237893,0.0,535.1044301338233
56.31431331265972,16196540.257563954,5.0,66624716.14275836,1.0,467.7351379977151
45.78010714022774,13761942.576166842,0.0,38873821.158426404,0.0,508.3198945907717
46.34947440350795,12009863.793025415,1.0,23825185.731970984,0.0,484.1082261319935
55.34038527629632,14308951.64553544,8.0,33428124.46043761,0.0,476.17369019589484
58.602568525611886,15432934.533354487,0.0,60471942.5217781,0.0,564.6390905512784
44.98855487261725,10987817.70417907,2.0,38694156.6433733,0.0,476.6693102585757
48.181612186958986,11948460.867485529,1.0,17928319.926164567,0.0,460.6319197094481
60.870737588269655,18422543.35148967,8.0,24770485.211393762,0.0,500.76921890824224
49.44354810356743,11478123.610293988,1.0,35668747.17522263,0.0,484.85110470985114
58.245750034400416,16163292.571196241,1.0,18978665.027904723,0.0,513.6941696477265
49.625821337134084,10229703.89959812,1.0,52740893.22289726,0.0,500.614570851234
56.238202757331806,12452250.456805479,2.0,26258735.70323038,0.0,498.99800468845393
57.70993408559176,16432192.853722801,0.0,63325884.19297593,0.0,580.9154810133837
42.96603836009786,11105225.648566332,2.0,25899441.859022863,0.0,467.4864811890815
61.5006740803811,15621025.904483635,3.0,16984913.92875518,0.0,497.8210673405767
41.920860799831644,9549113.712223265,5.0,48480118.915761836,0.0,472.6366061392223
52.42041461878166,12119059.320706416,1.0,31961795.288902964,0.0,489.9201457610456
46.544240200994516,9494938.45735259,8.0,24752040.74338596,0.0,435.33162836330797
47.49196558653003,10325904.75265843,5.0,54905682.614583954,0.0,483.0765044650578
60.236610507677185,17278529.764308013,1.0,68878807.67095365,0.0,599.6901826249928
57.94558818167448,13888505.918166803,0.0,14012175.852624554,0.0,477.8835839855634
50.6307529316909,12609669.445201784,1.0,24041447.948262762,1.0,407.2675239758253
56.83062128786348,14679208.414761785,0.0,20719404.385115597,0.0,496.33291414266876
43.31971031230495,12325742.708299275,0.0,31206866.371082366,0.0,484.6426691249751
56.47247561451426,15615770.676908042,5.0,11684246.074553488,0.0,477.7039413686892
49.010891166523564,14067122.54441552,0.0,45582062.73198503,0.0,511.3770464081857
48.27167623701142,13638072.753837379,2.0,22873529.97514135,0.0,478.1434008420154
43.149064127755835,12111804.74034945,1.0,28201193.446013317,0.0,467.1425736163808
42.5846651809168,11221869.26909857,1.0,3257708.893152636,0.0,440.6796607275265
44.56501023544128,14329824.769838732,0.0,65998259.143967815,0.0,542.9281364416602
63.61900020814121,15747188.456546502,1.0,65233314.49771312,1.0,476.9032877961458
50.89166347972058,14164523.774586301,0.0,52343246.633577935,0.0,523.6166210751096
44.48910674981806,11138282.842236347,1.0,77146865.42368351,1.0,459.52046695212454
38.16696479714777,,2.0,62879680.58965632,1.0,423.04718682352075
54.09453178611676,15709852.487305976,1.0,11047327.089453863,0.0,491.93312148329915
46.6068419578634,11257602.909316216,5.0,44890459.91321051,0.0,486.0139651319679
47.163898788528,12180243.961760858,12.0,4039385.4561397587,0.0,385.43108892572684
46.03275054598974,10064851.522076717,1.0,35564730.169189,0.0,485.6716892339339
60.501380025296285,16816208.94457992,2.0,41972641.35502403,0.0,529.8625541933706
51.76943619310815,15634172.995296642,3.0,17195125.940212775,0.0,487.9226244422083
61.23396053955664,18529607.680166055,0.0,5925218.957526538,0.0,548.1217254601208
50.753673843623545,14637351.524300858,6.0,2884302.662132806,0.0,423.9761218496603
54.73013728657062,15319768.777723163,3.0,15550122.45665974,0.0,483.90748815782786
40.075490612352155,12479566.923221763,1.0,15932453.075216822,0.0,459.76857488171845
50.398985286565036,13078953.712529698,3.0,53357593.5434629,1.0,413.45668105357277
58.06116305954032,17469750.991336197,3.0,34418484.17015773,0.0,530.8431086496132
49.679865147694834,12314492.09984262,2.0,18384005.46107441,0.0,456.0592112330702
58.24451178076401,15997823.023752952,2.0,67265544.40665957,1.0,477.56294736225084
60.95173045918697,17365063.352161814,0.0,16922865.198436715,0.0,523.7515843081723
47.53996436709927,11900978.063754348,2.0,31027459.74083094,0.0,489.3736171211501
69.27576788806009,16264661.701429412,3.0,20846380.39878992,0.0,516.6168681126723
59.75808286146087,15780260.505952455,4.0,44233663.13064785,0.0,524.6443078862435
47.396633127548,13134519.07302175,0.0,45952637.853175126,0.0,506.7258321966409
70.83043464041266,21414156.932491053,1.0,38466454.96255674,1.0,526.8694849311187
43.5990494679329,11832163.483922482,1.0,19218356.405909825,0.0,457.1438168458261
53.453783385328606,11806286.24687313,2.0,45007025.492612556,0.0,504.72395230173527
43.18664658915631,11903886.30629184,8.0,25291503.86827104,0.0,425.1027650966884
65.02259520193425,18047242.377968147,0.0,21830757.77077613,0.0,537.5093750870287
47.87284459353528,10335293.27276983,3.0,41832940.11364213,0.0,470.97354929059185
65.44278476063943,20563254.03826214,6.0,36538082.673942804,1.0,472.762116830981
44.05881020557966,11641888.425089126,0.0,23422883.89470868,1.0,394.130829164605
69.73276830177427,20623859.19759052,5.0,56919843.46991929,0.0,599.9772463262723
50.46004725422323,13426029.012177233,2.0,8712070.413471062,0.0,460.73093357931975
64.98492873027448,18445475.73281047,3.0,32270272.30305295,0.0,559.1597887968475
61.566961578733704,16217939.731030192,3.0,39852429.95969359,0.0,527.863792429557
49.585657192375855,13197170.037805427,0.0,50535098.914602816,0.0,521.4157518949456
52.993029698424124,13815523.202489188,2.0,46783156.125460654,1.0,441.9607377771894
55.38406147368392,14156690.90368953,1.0,20626721.373796824,0.0,497.8475480210336
46.040350655018045,13306181.22091084,2.0,42755394.566905834,0.0,495.7852979751333
43.84038223038792,11379104.738155844,1.0,32809765.995404616,0.0,475.6321723449906
61.37234696958161,16187771.904321004,6.0,46025653.498550706,0.0,504.5386318042228
49.50254737496558,9805216.975776456,1.0,37992759.58706461,0.0,491.91482886147423
44.71419690742886,9696045.844149724,2.0,107451459.64695802,1.0,491.40988900513094
62.574333086562405,13818123.028106708,2.0,66139352.588443786,0.0,558.2711206028587
43.192573597435896,11280397.962563928,0.0,20430278.9730018,0.0,463.3295708517342
54.12424320536544,14423388.096667547,4.0,33872104.30084413,0.0,503.5417923186178
52.70072598797704,14562633.721268104,3.0,74149556.14530967,0.0,533.549063531046
46.506397645931386,12825959.367917392,0.0,5928725.911184757,0.0,463.8566394484801
47.21776696937694,11821835.545770299,3.0,26443751.497165266,0.0,463.2747961527441
40.788160686891565,11150657.69087184,3.0,15098228.437563939,0.0,440.94129061826595
51.61599530070108,12677644.338504462,0.0,39413222.08415713,0.0,504.93595495543894
42.25902249560846,12006452.743222475,8.0,24199182.66205465,0.0,425.94397048892233
69.10770406084484,23016936.373693325,4.0,31095732.158758674,0.0,562.679783777599
57.362222336288966,13625365.475332543,3.0,19943167.37667885,0.0,486.8260793451203
64.5368919354616,18702583.775231205,4.0,22916561.76393612,0.0,523.2072502536146
35.06147150240404,9435865.100481959,0.0,25359846.947450913,0.0,473.94925446476293
43.85540481244698,12724989.694578297,0.0,16025038.627015848,0.0,469.3879056069801
58.34461564380565,14901792.884318054,2.0,68328785.05220522,0.0,556.3509888705988
47.74004906423394,10778838.139360588,1.0,52022418.62185462,0.0,503.50530747141886
57.2836734860318,14336208.252192058,1.0,64377055.29451354,0.0,561.1872272198075
47.081950069933896,13778455.183573714,7.0,45562567.699051425,0.0,480.55234448745983
71.58584952034542,18761160.329150725,6.0,17141794.65060436,0.0,516.9059425841559
65.35476580587473,16087650.891342413,4.0,14651316.64185641,0.0,481.9314169321535
49.44189142433807,15188852.913564617,1.0,35812096.80932302,0.0,501.9604658412193
45.925075511213194,11154185.09774442,8.0,45800495.45580427,1.0,374.7946689751818
62.22679805277858,16021438.337427465,2.0,31613091.819354184,1.0,440.06692639367594
46.000470660060984,11865843.100645436,0.0,108849627.94072,1.0,510.868463017248
51.03280661149974,13424022.504673071,2.0,17063152.157117844,0.0,464.0423134774602
58.67499870084588,14534339.162537206,0.0,37125689.34977631,0.0,526.5654481781678
52.05173733565843,13500903.94736486,0.0,48098270.09268789,0.0,523.1888819712424
50.6566312976173,12130563.694031697,1.0,32902030.61221452,0.0,
53.703136958180096,12548558.341700628,2.0,35591522.454212874,0.0,497.79082849894866
48.79136570517427,11391648.71663921,6.0,73118437.7965166,0.0,516.1773934522622
51.18450058704843,12012385.692283563,3.0,69652898.79386444,1.0,433.79934722496546
46.04261388391184,13761224.663663324,0.0,38290375.12547601,0.0,492.7543607809487
57.59713301152031,15104526.7813317,0.0,30031117.887763023,0.0,509.50917435422025
42.17716899634442,11043986.881217048,1.0,16680596.260741476,0.0,454.7315863251025
60.76965681726299,15452604.39098771,3.0,41852685.617284805,,453.3540847853385
41.59310652564062,10415634.425260969,5.0,75783453.02900258,0.0,518.5839582437561
52.50629346787829,13200860.685555708,2.0,20117538.731701035,0.0,466.30703668690813
54.8582542993786,13206313.251617927,2.0,20252643.5938526,0.0,487.32422201385305
58.70783668874141,14587157.800700216,0.0,49407718.406267524,0.0,549.0689896261265
54.060211193610066,14288749.228225665,0.0,78821391.93097658,1.0,477.9336651319817
48.96886225031328,12338214.152244128,1.0,55972849.4756063,0.0,523.9946568563121
46.5830077657738,10232860.491813608,2.0,18618363.017326664,0.0,457.37746584547335
52.027769277448485,11483916.408605324,5.0,124468976.12976676,1.0,532.9350530280144
56.757405847139076,14767769.487453248,0.0,35036611.30175818,0.0,505.22179111363323
51.045264357629975,13432281.256606434,6.0,20182688.41924313,0.0,465.51379795300534
60.640559176594486,20203822.31774792,12.0,29468993.278638072,0.0,519.359338306393
37.77710804138382,9842319.97593389,1.0,33981019.78123951,1.0,392.1090247056064
43.167171442736986,10662412.948791115,0.0,13716434.580798298,0.0,460.91690700661127
54.64657523802827,15271160.098758208,0.0,13103883.21587957,0.0,499.20031726476475
51.68950873169234,18191177.972526744,0.0,25898367.45764092,0.0,513.8722359731685
63.552903659324116,17885885.515121713,6.0,36619130.85776141,0.0,529.4002772629917
59.574341562144106,16285490.168036407,12.0,50415046.75157018,1.0,394.26528070135595
46.10492585975269,12911221.160914198,0.0,36212801.04034125,0.0,496.34556519898854
45.64607924962366,11038672.018935233,2.0,16210030.946704337,0.0,466.0069754873575
57.874927954883326,14914018.389223516,5.0,43932479.60847874,1.0,414.71558089139387
56.939998656728,13404757.173010152,0.0,33525204.149493992,0.0,510.112276864593
62.5269030333716,16564166.741623934,2.0,26833845.804467645,0.0,509.3636657141726
,13562901.11804821,1.0,39145421.50718975,0.0,
52.88555151035618,13803754.136478024,1.0,47829633.10211381,0.0,528.4614562812164
53.85756996709709,16479525.386884546,1.0,36994165.89678981,0.0,503.93262733221536
67.63881887819463,20423120.568366673,6.0,42912133.54027778,0.0,562.4575034580544
40.56037377961275,12710813.41965735,5.0,26508844.70811724,0.0,442.3325593007681
68.36604588940483,23970121.587974496,13.0,13151572.151476637,0.0,540.3663440158048
50.50671992793181,9927581.857909124,6.0,18607192.062167406,0.0,439.6027283598263
59.1522199898198,13788971.997177772,2.0,26190339.24958472,0.0,496.69534825701135
51.10471422101871,12800237.636698218,0.0,36550490.68790832,0.0,513.8712758885331
53.011414148990994,14202838.672943693,2.0,38156711.20441488,0.0,500.70308478437073
60.666520477331275,13644489.149905276,1.0,87433660.05498263,0.0,587.582709928179
46.8263790232745,9405717.686960353,1.0,16901390.57701294,0.0,457.01194903047633
45.28405457731347,11661927.11004951,1.0,25928559.00485452,0.0,473.9261965347241
48.65577646618759,12041805.52493466,0.0,24352682.341875058,0.0,481.32528036391057
51.24650492855636,,2.0,44854535.4151276,1.0,430.8239208498246
46.050386902356124,9686474.769436771,2.0,53291043.76198136,0.0,500.9025880325107
49.71010744790644,12480122.49902331,3.0,39890082.74238369,0.0,492.5632460541557
58.96109625337403,14818082.6973554,1.0,21532851.26139099,0.0,498.9227424188877
51.51502206066553,11648497.822352298,0.0,23713141.78704264,0.0,479.01436384814565
36.072250369363495,9787797.143127205,0.0,27609333.650422495,0.0,468.70554243883
55.725168492830065,14252531.73788353,4.0,27976030.113736983,0.0,472.9253002083499
61.93067294434852,14485619.95897979,6.0,25609636.93168839,0.0,490.34068184559743
35.73175143727322,11407584.372849438,8.0,27029059.881437,0.0,426.51999902510545
50.59963301794869,14770301.404631235,2.0,16193387.038089592,0.0,482.2279116974986
56.89303887502902,13551420.637262307,1.0,11514502.492388638,0.0,480.6407695469219
48.72636020751145,11410284.377538968,5.0,62119147.434453644,0.0,499.2762175889985
65.30741398941315,18558404.822583508,0.0,15296978.53872546,0.0,561.3673752606394
50.007286929946815,13777444.0510118,1.0,7454514.4925009,0.0,456.9740118090522
56.71217343026994,11896792.477783412,3.0,31725552.625429627,0.0,486.2257307687953
51.20244331122832,14757451.766756818,1.0,63737753.196916394,0.0,528.5114227164529
51.418322672465834,13492723.737667913,2.0,50483694.62062976,0.0,499.28977401162285
59.47519269694349,16519489.422845613,4.0,19700983.969943505,0.0,485.705089150774
48.07612674858591,10829851.906722737,4.0,20556600.443374716,0.0,451.9896168855631
47.95503779359398,14213837.251392135,1.0,36148221.56480494,0.0,499.40042003521023
54.09371854193464,14333744.924539372,0.0,58740690.543826,1.0,479.67458967761837
41.9651280552754,12255818.620842002,8.0,69194244.42993893,0.0,489.9116993590311
51.59362582662663,13927135.941020599,0.0,18061390.785021495,0.0,487.42592978100834
41.52117489453781,11364262.425466765,6.0,26466539.886425197,0.0,442.9551402772747
54.93717251948495,11857817.689944953,3.0,55492042.75340252,1.0,428.7926207544741
40.23787267255793,11560080.127803521,2.0,24833699.611711062,0.0,459.3118010849549
60.97608907568296,13760173.222934011,1.0,48393618.77759069,0.0,558.8072816933707
45.24357841180769,9937439.879747935,3.0,22667737.55013115,1.0,374.9042394741186
51.987480110778876,14823365.348987367,1.0,24470767.76084103,0.0,486.97920991973814
57.23942796886347,15799300.04338382,2.0,21123298.86168321,0.0,496.2955319596555
53.73632164735783,13808042.47275915,0.0,34076071.595669046,,508.42133709095947
55.668340969505664,18082853.76235287,0.0,14565714.724298112,0.0,534.8804456926674
49.868565637795754,14520046.522214096,0.0,46865575.65692908,0.0,533.0125815278383
46.05824665179191,10940116.503676698,0.0,9233899.670275372,0.0,456.0639874906418
30.86343467487884,10358306.509702329,0.0,31919343.766604196,0.0,475.6390438418048
39.26994584078378,13274073.832641404,2.0,28051552.337966803,0.0,472.1825523534019
53.82749921178588,14286401.333051603,0.0,42364848.58659975,0.0,532.4033790074695
58.03322178896471,16338464.26624634,1.0,21170409.483481053,0.0,512.4837240783594
38.28395403823258,11399002.535280362,1.0,25726874.563739542,1.0,380.4923219421698
53.77833832914928,14532961.243311463,8.0,24231144.24739416,0.0,449.55129187491997
42.01995490446532,9435633.50459557,2.0,8808306.936625473,0.0,442.6911577465582
53.635028697136136,13119427.952046948,2.0,45953602.085356995,1.0,429.0655311096559
49.85160671400196,11096305.76272457,5.0,36583288.41095638,1.0,380.7565348705544
63.73113672683003,17951053.840153016,3.0,78774839.64877896,1.0,505.4766898571095
45.794891094929696,11097894.702721622,0.0,38203780.443384424,0.0,488.51203800940016
64.99231345843634,15038769.539756827,2.0,60519096.42594182,1.0,461.8768307436228
